location	TU ID	TU start	TU end	Strand	TU type	alternative starts	Internal starts	5'UTR	3'UTR	genes	15C	42C	-CO2	Darkness	-Fe	Hl	-N	-P	Exp. p.	Stat. p.	Max cond.	Max reads	Average	Max/Avg	UEF	Sense tags	Annotation	Antisense TUs	Antisense tags
Chr	TU1776	1721176	1719973	-	g	NA	NA	51	NA	2	2253	1568	6059	37	7758	10609	6776	7433	5823	630	HL	10609	4894.6	2.17	1.37	"sll1262, sll1263"	"hypothetical protein , cation efflux system protein"	NA	NA
Chr	TU1777	1722026	1721248	-	g	NA	NA	20	102	1	671	167	403	0	2229	1544	753	1261	1732	90	-Fe	2229	885	2.52	1.29	sll1261	elongation factor Ts	NA	NA
Chr	TU1779	1722985	1723107	+	an	1723006	NA	NA	NA	0	1726	300	1974	19	3225	3130	3388	1301	5115	405	exp. P.	5115	2058.3	2.49	1.51	NA	NA	"TU1778, TU1780"	"6803t18, sll1260"
Chr	TU1778	1723066	1722027	-	ga	NA	1722224	97	133	1	10977	1468	4180	0	4752	14179	2259	3396	6459	1126	HL	14179	4879.6	2.91	1.29	sll1260	30S ribosomal protein S2	TU1779	NA
Chr	TU1780	1723292	1723067	-	ga	NA	NA	26	127	1	2541	233	940	0	2406	1321	903	912	1467	45	15C	2541	1076.8	2.36	1.06	6803t18	NA	TU1779	NA
Chr	TU1781	1723414	1724652	+	ga	NA	"1723763, 1724312"	38	82	1	527	300	1131	0	1131	2473	1468	543	1087	90	HL	2473	875	2.83	1.68	slr1336	H+.Ca2+ exchanger	TU1782	sll1258
Chr	TU1783	1724924	1725072	+	a	NA	NA	NA	NA	0	288	367	422	0	466	513	301	349	399	45	HL	513	315	1.63	1.1	NA	NA	TU1782	sll1258
Chr	TU1782	1725203	1724361	-	ga	NA	NA	25	236	1	2924	33	403	0	654	1013	941	427	384	0	15C	2924	677.9	4.31	2.89	sll1258	deoxycytidine triphosphate deaminase	"TU1781, TU1783"	slr1336
Chr	TU1784	1725267	1726320	+	a	NA	NA	NA	NA	0	240	67	134	37	525	374	301	311	292	0	-Fe	525	228.1	2.3	1.4	NA	NA	TU1785	"sll1256, sll1257"
Chr	TU1785	1726304	1725427	-	ga	NA	1725666	26	4	2	815	67	556	19	873	682	1129	621	445	135	-N	1129	534.2	2.11	1.29	"sll1256, sll1257"	"putative transposase [ISY100_p] , putative transposase [ISY100_p]"	TU1784	NA
Chr	TU1786	1726671	1728480	+	g	NA	NA	26	174	3	240	400	1170	0	1200	766	3350	1339	1075	270	-N	3350	981	3.41	2.5	"slr1338, slr1339, slr1340"	"hypothetical protein , hypothetical protein , unknown protein"	NA	NA
Chr	TU1787	1728649	1729824	+	a	NA	NA	NA	NA	0	4698	267	1227	19	1216	1019	1882	1223	527	450	15C	4698	1252.8	3.75	2.5	NA	NA	TU1788	"sll1254, sll1255"
Chr	TU1789	1730035	1730134	+	an	NA	NA	NA	NA	0	2780	1534	1323	953	1216	1074	1016	2309	116	2882	stat. P.	2882	1520.3	1.9	1.04	NA	NA	TU1788	"sll1254, sll1255"
Chr	TU1790	1731205	1732855	+	ga	1731269	1731524	106	NA	2	3115	67	901	0	777	1067	1958	233	583	405	15C	3115	910.6	3.42	1.59	"slr1342, slr1343"	"hypothetical protein , hypothetical protein"	TU1788	"sll1254, sll1255"
Chr	TU1788	1731225	1728984	-	ga	NA	1731087	19	28	2	7478	8772	7689	579	8621	5422	10352	6928	2240	5809	-N	10352	6389	1.62	1.18	"sll1254, sll1255"	"hypothetical protein , putative transposase [ISY203_c]"	"TU1787, TU1789, TU1790"	"slr1342, slr1343"
Chr	TU1791	1735420	1734274	-	ai	NA	NA	NA	NA	0	336	100	230	0	541	277	301	349	63	135	-Fe	541	233.2	2.32	1.55	NA	NA	NA	slr1343
Chr	TU1793	1735880	1736360	+	a	NA	NA	NA	NA	0	3403	6904	383	1159	766	464	188	233	367	991	42C	6904	1485.8	4.65	2.03	NA	NA	TU1792	NA
Chr	TU1792	1736805	1735786	-	ai	NA	NA	NA	NA	0	48	0	38	0	171	247	0	19	720	45	exp. P.	720	128.8	5.59	2.91	NA	NA	TU1793	NA
Chr	TU1794	1738135	1737144	-	g	NA	1737509	18	NA	2	479	467	537	0	970	1049	376	466	565	90	HL	1049	499.9	2.1	1.08	"sll1252, sll1253"	"hypothetical protein , similar to polyA polymerase"	NA	NA
Chr	TU1795	1738192	1738321	+	g	NA	NA	43	NA	1	6567	800	2665	37	2904	1791	3915	2445	1104	315	15C	6567	2254.3	2.91	1.68	slr1344	hypothethical protein	NA	NA
Chr	TU1796	1738340	1738523	+	i	NA	NA	NA	NA	0	144	100	288	0	11	0	264	78	0	540	stat. P.	540	142.5	3.79	1.88	slr1344	hypothetical protein 	NA	NA
Chr	TU1797	1740118	1739077	-	ga	NA	NA	98	53	1	1726	467	652	37	927	706	5722	1281	333	180	-N	5722	1203.1	4.76	3.32	sll1251	hypothetical protein	NA	ssr2254
Chr	TU1799	1742221	1742320	+	a	NA	NA	NA	NA	0	240	67	307	0	439	476	188	291	698	90	exp. P.	698	279.6	2.5	1.47	NA	NA	TU1798	"sll1249, sll1250"
Chr	TU1798	1742497	1740643	-	ga	NA	1742205	122	NA	2	3260	33	345	37	723	760	678	388	367	180	15C	3260	677.1	4.81	4.29	"sll1249, sll1250"	"pantothenate synthetase/cytidylate kinase , hypothetical protein"	TU1799	NA
Chr	TU1800	1742520	1744211	+	g	NA	1742917	25	NA	2	6903	1267	3624	0	3113	5543	2484	2387	1687	315	15C	6903	2732.3	2.53	1.25	"slr1347, slr1348, SYR51"	"beta-type carbonic anhydrase localized in the carb oxysome , serine acetyltransferase , ncRNA"	NA	NA
Chr	TU1801	1744212	1744353	+	n	NA	NA	NA	107	0	1726	1601	1707	1364	70	54	565	1203	0	5584	stat. P.	5584	1387.4	4.02	3.24	SYR51	NA	NA	NA
Chr	TU1802	1744455	1746193	+	g	NA	NA	43	100	1	1726	167	748	56	4351	5223	2296	1223	6910	135	exp. P.	6910	2283.5	3.03	1.32	slr1349	glucose-6-phosphate isomerase	NA	NA
Chr	TU1803	1746194	1747496	+	ga	NA	NA	114	133	1	5033	267	997	0	5861	4572	678	699	1290	135	-Fe	5861	1953.2	3	1.16	slr1350	fatty acid desaturase	TU1804	"SyR7, sll1247"
Chr	TU1805	1748939	1750680	+	ga	NA	1749479	207	170	1	2876	33	671	19	1613	19999	226	970	1319	225	HL	19999	2795.1	7.16	6.95	slr1351	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diamino-pimelate-D-alanyl-D-alanine ligase"	"TU1804, TU1806, TU1807"	"sll1245, SyR7, sll1247"
Chr	TU1804	1749138	1747216	-	ga	NA	NA	245	304	1	144	100	1438	0	1329	350	1506	582	7234	180	exp. P.	7234	1286.3	5.62	4.8	"SyR7, sll1247"	"ncRNA, hypothetical protein"	"TU1803, TU1805"	"slr1350, slr1351"
Chr	TU1806	1750146	1750045	-	a	NA	NA	NA	NA	0	3451	1368	3240	93	5610	3492	2183	3726	4840	585	-Fe	5610	2858.8	1.96	1.16	NA	NA	TU1805	slr1351
Chr	TU1807	1751110	1750372	-	ga	NA	NA	43	309	1	4122	334	1227	19	1034	1333	1393	524	379	90	15C	4122	1045.5	3.94	2.96	sll1245	cytochrome	TU1805	slr1351
Chr	TU1809	1751143	1751244	+	an	NA	NA	NA	NA	0	1342	267	556	93	1195	2889	753	1378	150	901	HL	2889	952.4	3.03	2.1	NA	NA	TU1808	sll1244
Chr	TU1808	1751823	1751111	-	ga	NA	NA	54	200	1	5273	200	1400	0	7196	15301	3275	2018	6823	135	HL	15301	4162.1	3.68	2.13	sll1244	50S ribosomal protein L9	TU1809	NA
Chr	TU1810	1751933	1752902	+	ga	NA	NA	18	76	1	5896	167	1764	19	1554	1013	3426	1203	384	315	15C	5896	1574.1	3.75	1.72	slr1353	hypothetical protein	TU1811	sll1242
Chr	TU1812	1754542	1754649	+	ga	NA	NA	92	NA	1	383	33	460	0	739	663	602	78	1157	0	exp. P.	1157	411.5	2.81	1.57	slr1956	unknown protein	TU1811	sll1242
Chr	TU1811	1754568	1752628	-	ga	NA	NA	67	263	1	3451	100	824	0	1645	470	1242	427	490	135	15C	3451	878.4	3.93	2.1	sll1242	hypothetical protein	"TU1810, TU1812"	"slr1353, slr1956"
Chr	TU1813	1754888	1754769	-	a	NA	NA	NA	NA	0	336	233	345	37	520	489	640	446	256	180	-N	640	348.2	1.84	1.23	NA	NA	NA	slr1956
Chr	TU1814	1755151	1755266	+	i	NA	NA	NA	NA	0	815	367	729	150	670	482	188	873	191	766	-P	873	523.1	1.67	1.07	slr1956	unknown protein 	NA	NA
Chr	TU1815	1755526	1755933	+	g	NA	NA	66	21	1	911	3402	13403	280	4211	2575	13062	25831	20096	3017	-P	25831	8678.8	2.98	1.29	slr1957	hypothetical protein	NA	NA
Chr	TU1816	1755934	1756713	+	ga	NA	NA	48	129	1	1150	2201	2454	37	3370	2183	2936	2523	1174	721	-Fe	3370	1874.9	1.8	1.15	slr1958	unknown protein	TU1817	"ssl3580, sll1900"
Chr	TU1817	1757582	1756466	-	ga	NA	NA	68	128	2	2253	2335	3681	748	2229	1447	2560	2872	631	2297	-CO2	3681	2105.3	1.75	1.28	"ssl3580, sll1900"	"putative hydrogenase expression/formation protein HypC , acetyltransferase"	TU1816	slr1958
Chr	TU1818	1759691	1757583	-	g	NA	"1758820, 1757770, 1759437"	57	9	2	2924	167	1745	0	2749	2925	22285	2853	2938	540	-N	22285	3912.6	5.7	7.59	"sll1898, sll1899"	"hypothetical protein , cytochrome c oxidase folding protein"	NA	NA
Chr	TU1819	1759921	1761215	+	g	NA	NA	20	NA	1	815	1067	844	19	713	531	1468	737	121	450	-N	1468	676.5	2.17	1.38	slr1959	unknown protein	NA	NA
Chr	TU1820	1761317	1761216	-	a	NA	NA	NA	NA	0	1342	33	403	0	225	181	301	155	196	0	15C	1342	283.6	4.73	3.33	NA	NA	NA	slr1959
Chr	TU1822	1762973	1763480	+	ga	NA	NA	28	75	1	0	334	249	766	161	109	151	272	46	405	Dark	766	249.3	3.07	1.89	slr1960	putative transposase [ISY391a(partial copy): 17 62937 - 1763383]	"TU1821, TU1823"	"ssl3573, sll1897"
Chr	TU1821	1763097	1762405	-	ga	NA	NA	218	49	1	10162	3202	5081	112	2341	2666	3764	7452	865	1531	15C	10162	3717.6	2.73	1.36	sll1897	hypothetical protein	TU1822	"slr1959, slr1960"
Chr	TU1823	1763624	1763098	-	ga	NA	NA	51	242	1	1103	2235	1265	206	841	682	1242	854	529	856	42C	2235	981.3	2.28	1.77	ssl3573	hypothetical protein	TU1822	slr1960
Chr	TU1824	1763647	1765227	+	ga	NA	NA	79	389	1	959	767	978	0	1077	1188	1468	951	529	0	-N	1468	791.7	1.85	1.24	slr1962	probable extracellular solute-binding protein	TU1825	"ncl0850, sll1895"
Chr	TU1826	1766684	1766967	+	a	NA	NA	NA	NA	0	48	267	556	56	1136	211	4291	737	174	90	-N	4291	756.6	5.67	3.78	NA	NA	TU1825	"ncl0850, sll1895"
Chr	TU1827	1767246	1768328	+	ga	NA	NA	24	NA	2	27084	48063	5196	505	10105	17882	2033	5356	2039	12654	42C	48063	13091.7	3.67	1.77	"slr1963, slr1964"	"water-soluble carotenoid protein , hypothetical protein"	TU1825	"ncl0850, sll1895"
Chr	TU1825	1767800	1764808	-	ga	NA	NA	875	27	1	192	0	134	0	305	121	414	155	1148	0	exp. P.	1148	246.9	4.65	2.77	"ncl0850, sll1895"	"ncRNA, hypothetical protein"	"TU1824, TU1826, TU1827"	"slr1962, slr1963, slr1964"
Chr	TU1828	1768338	1769051	+	ai	NA	NA	NA	NA	0	1103	4203	3662	878	1538	1369	2936	3532	1902	856	42C	4203	2197.9	1.91	1.15	NA	NA	TU1829	"ncl0860, sll1894"
Chr	TU1830	1769065	1769166	+	a	NA	NA	NA	NA	0	336	33	575	0	627	555	301	485	790	180	exp. P.	790	388.2	2.04	1.26	NA	NA	TU1829	"ncl0860, sll1894"
Chr	TU1829	1770552	1768686	-	ga	NA	NA	134	62	1	1965	1067	1055	692	729	917	941	854	1000	1216	15C	1965	1043.6	1.88	1.62	"ncl0860, sll1894"	"ncRNA, riboflavin biosynthesis protein RibA"	"TU1828, TU1830"	NA
Chr	TU1831	1770660	1771490	+	ga	NA	NA	132	69	1	2109	2035	2090	374	1398	1532	5684	5803	2085	225	-P	5803	2333.5	2.49	1.02	slr1966	hypothetical protein	TU1832	"sll1892, ncl0870, sll1893"
Chr	TU1832	1773322	1771263	-	ga	NA	"1772239, 1772954"	119	195	2	192	500	518	37	268	356	1468	582	285	90	-N	1468	429.6	3.42	2.52	"sll1892, ncl0870, sll1893"	"unknown protein , ncRNA, cyclase"	TU1831	slr1966
Chr	TU1833	1775341	1775461	+	i	NA	NA	NA	NA	0	0	0	0	0	43	60	0	19	672	0	exp. P.	672	79.4	8.46	11.2	slr1968	unknown protein 	NA	NA
Chr	TU1834	1776866	1775477	-	ga	NA	NA	27	604	1	4650	9806	13844	224	10512	3860	11218	10150	3252	5584	-CO2	13844	7310	1.89	1.23	sll1891	unknown protein	NA	slr1968
Chr	TU1836	1776986	1777074	+	a	NA	NA	NA	NA	0	336	300	288	1028	332	434	226	213	51	360	Dark	1028	356.8	2.88	2.37	NA	NA	TU1835	NA
Chr	TU1835	1777201	1776985	-	ai	NA	NA	NA	NA	0	192	100	115	0	188	615	489	330	304	0	HL	615	233.3	2.64	1.26	NA	NA	TU1836	NA
Chr	TU1837	1777472	1777242	-	i	NA	NA	NA	NA	0	4362	634	2953	206	5106	11538	1732	5162	1522	1531	HL	11538	3474.6	3.32	2.24	sll1890	cobalt-chelatase subunit CobN-like protein 	NA	NA
Chr	TU1839	1777557	1777671	+	an	NA	NA	NA	NA	0	911	167	403	0	166	326	339	524	447	90	15C	911	337.3	2.7	1.74	NA	NA	TU1838	sll1890
Chr	TU1838	1777613	1777512	-	ga	NA	NA	76	NA	1	336	33	96	0	113	115	791	194	133	0	-N	791	181.1	4.37	2.35	sll1890	CobN protein	TU1839	NA
Chr	TU1840	1777672	1777972	+	g	NA	NA	57	NA	1	1150	1501	1975	1663	1790	2129	1807	2756	1348	2387	-P	2756	1850.6	1.49	1.15	slr1969	hybrid sensory kinase	NA	NA
Chr	TU1842	1779431	1780060	+	ai	NA	NA	NA	NA	0	623	0	288	0	461	392	188	155	1056	45	exp. P.	1056	320.8	3.29	1.7	NA	NA	"TU1841, TU1843, TU1844"	NA
Chr	TU1841	1779612	1779074	-	a	NA	NA	NA	NA	0	2253	2568	1898	11812	1425	1381	1506	2445	2134	3287	Dark	11812	3070.9	3.85	3.59	NA	NA	TU1842	slr1969
Chr	TU1843	1780001	1779902	-	a	NA	NA	NA	NA	0	431	100	249	0	177	175	188	116	597	45	exp. P.	597	207.8	2.87	1.39	NA	NA	TU1842	NA
Chr	TU1845	1780061	1781079	+	ga	NA	NA	25	74	2	1294	367	1055	0	2556	2183	2259	1844	2549	90	-Fe	2556	1419.7	1.8	1	"ssr3341, slr1970"	"hypothetical protein , hypothetical protein"	"TU1844, TU1846"	NA
Chr	TU1844	1780107	1780003	-	a	NA	NA	NA	NA	0	479	0	134	0	166	78	527	58	46	45	-N	527	153.3	3.44	1.1	NA	NA	"TU1842, TU1845"	"ssr3341, slr1970"
Chr	TU1846	1780788	1780519	-	a	NA	NA	NA	NA	0	192	267	192	617	391	302	414	349	213	225	Dark	617	316.2	1.95	1.49	NA	NA	TU1845	"ssr3341, slr1970"
Chr	TU1847	1781080	1781639	+	g	NA	NA	129	NA	1	815	4903	2627	112	7688	2232	4442	3979	797	1081	-Fe	7688	2867.6	2.68	1.57	"ncr0760, slr1971"	"ncRNA, hypothetical protein"	NA	NA
Chr	TU1848	1781746	1782011	+	ai	NA	NA	NA	NA	0	240	133	383	131	455	917	151	737	838	270	HL	917	425.5	2.16	1.09	NA	NA	TU1849	"ssl3549, sll1888"
Chr	TU1850	1782618	1782791	+	a	NA	NA	NA	NA	0	383	167	326	0	311	947	113	233	2518	135	exp. P.	2518	513.3	4.91	2.66	NA	NA	TU1849	"ssl3549, sll1888"
Chr	TU1851	1783089	1783188	+	a	NA	NA	NA	NA	0	527	267	192	56	782	736	226	524	1609	180	exp. P.	1609	509.9	3.16	2.06	NA	NA	TU1849	"ssl3549, sll1888"
Chr	TU1849	1783691	1781779	-	ga	NA	NA	19	278	2	3020	2201	2473	598	5047	3293	5759	3125	1899	1306	-N	5759	2872.1	2.01	1.14	"ssl3549, sll1888"	"hypothetical protein , two-component sensor histidine kinase"	"TU1848, TU1850, TU1851"	slr1971
Chr	TU1852	1783744	1785275	+	ga	NA	1784139	111	341	1	24974	15109	29279	2635	13839	7865	31357	20358	6178	7836	-N	31357	15943	1.97	1.07	"ncr0770, slr1972"	"ncRNA, hypothetical protein YCF81"	TU1853	sll1886
Chr	TU1853	1785624	1784711	-	ga	NA	NA	64	283	1	13470	1568	6423	37	8358	7557	9674	8442	8179	2026	15C	13470	6573.4	2.05	1.39	sll1886	hypothetical protein	TU1852	"ncr0770, slr1972"
Chr	TU1855	1787083	1787184	+	a	NA	NA	NA	NA	0	0	167	115	19	380	537	264	116	377	0	HL	537	197.5	2.72	1.41	NA	NA	TU1854	sll1885
Chr	TU1856	1788052	1788223	+	a	1788124	NA	NA	NA	0	1054	166	192	0	541	314	904	272	348	135	15C	1054	392.6	2.68	1.17	NA	NA	TU1854	sll1885
Chr	TU1857	1788279	1789993	+	ga	NA	1789510	271	85	1	68020	4903	12578	150	8530	6297	13288	12809	1179	1846	15C	68020	12960	5.25	5.12	slr1974	GTP-binding protein EngA	TU1854	sll1885
Chr	TU1854	1788390	1785625	-	ga	NA	1786524	18	210	1	2013	133	729	0	1564	1134	1242	1009	846	90	15C	2013	876	2.3	1.29	sll1885	unknown protein	"TU1855, TU1856, TU1857"	slr1974
Chr	TU1858	1789994	1790224	+	an	NA	NA	NA	NA	0	192	100	614	0	21	12	264	175	0	495	-CO2	614	187.3	3.28	1.24	NA	NA	TU1859	sll1884
Chr	TU1859	1791386	1790021	-	ga	NA	1790250	33	214	1	12559	6204	4621	206	2684	1930	2635	1029	389	1891	15C	12559	3414.8	3.68	2.02	sll1884	hypothetical protein	TU1858	NA
Chr	TU1861	1792093	1792194	+	a	NA	NA	NA	NA	0	719	400	556	19	1163	380	791	699	831	225	-Fe	1163	578.3	2.01	1.4	NA	NA	TU1860	sll1883
Chr	TU1860	1792688	1791387	-	ga	NA	NA	30	30	1	10642	1601	4142	19	5674	5301	11406	3105	6831	2432	-N	11406	5115.3	2.23	1.07	sll1883	bifunctional ornithine acetyltransferase.N-acetylglutamate synthase	TU1861	NA
Chr	TU1862	1793636	1792689	-	g	NA	NA	328	95	1	383	2235	3509	14895	729	597	2372	3280	536	9862	Dark	14895	3839.8	3.88	1.51	sll1882	unknown protein	NA	NA
Chr	TU1864	1793791	1793997	+	ga	NA	NA	61	NA	1	1534	33	211	0	396	555	226	194	619	225	15C	1534	399.3	3.84	2.48	slr1975	renin-binding protein	TU1863	NA
Chr	TU1863	1793880	1793741	-	a	"1793833, 1793840"	NA	NA	NA	0	2589	1101	1112	112	1383	1507	1883	1592	638	901	15C	2589	1281.8	2.02	1.37	NA	NA	TU1864	slr1975
Chr	TU1865	1795642	1794833	-	ga	NA	NA	78	288	1	431	133	364	0	129	60	1054	175	97	0	-N	1054	244.3	4.31	2.45	sll1880	hypothetical protein	NA	slr1975
Chr	TU1866	1797486	1795798	-	g	NA	NA	20	NA	1	6088	567	1112	19	1131	3365	1957	2368	1921	270	15C	6088	1879.8	3.24	1.81	sll1879	two-component response regulator	NA	NA
Chr	TU1868	1798608	1799561	+	ga	NA	"1799092, 1798810"	196	23	1	719	133	58	75	220	133	113	155	48	0	15C	719	165.4	4.35	3.27	slr1977	hypothetical protein	TU1867	sll1878
Chr	TU1867	1798787	1797487	-	ga	1798752	1797697	129	65	1	25693	27417	44024	8391	174398	42448	46151	27810	22309	11483	-Fe	174398	43012.4	4.05	3.78	sll1878	ABC transporter	TU1868	slr1977
Chr	TU1869	1799579	1800468	+	g	1799580	NA	29	NA	1	1342	100	902	0	2073	977	2033	777	2559	90	exp. P.	2559	1085.3	2.36	1.23	slr1978	hypothetical protein	NA	NA
Chr	TU1870	1802487	1802665	+	i	NA	NA	NA	NA	0	144	0	153	0	96	18	527	39	22	0	-N	527	99.9	5.28	3.44	slr1980	unknown protein 	NA	NA
Chr	TU1871	1805499	1805598	+	a	NA	NA	NA	NA	0	1438	67	594	19	825	386	941	524	358	45	15C	1438	519.7	2.77	1.53	NA	NA	NA	sll1874
Chr	TU1872	1807296	1806670	-	g	NA	NA	60	201	1	19606	3302	9357	131	10957	7515	3501	14594	9351	1891	15C	19606	8020.5	2.44	1.34	sll1873	unknown protein	NA	NA
Chr	TU1873	1808816	1807297	-	g	NA	1807765	92	36	1	911	334	499	19	3397	1640	2033	466	2590	180	-Fe	3397	1206.9	2.81	1.31	sll1872	membrane bound protein LytR	NA	NA
Chr	TU1874	1811104	1809824	-	g	NA	NA	158	NA	1	1294	3402	2550	2504	1441	1001	2522	1902	457	2387	42C	3402	1946	1.75	1.33	sll1871	sensory transduction histidine kinase	NA	NA
Chr	TU1875	1811119	1813661	+	ga	NA	NA	11	104	2	1630	734	901	75	2620	2756	1318	1553	3690	450	exp. P.	3690	1572.7	2.35	1.34	"slr1982, slr1983"	"two-component response regulator CheY subfamily , two-component hybrid sensor and regulator"	TU1876	"sll1869, sll1870"
Chr	TU1877	1814874	1814973	+	a	NA	NA	NA	NA	0	288	33	153	75	188	555	151	369	855	225	exp. P.	855	289.2	2.96	1.54	NA	NA	TU1876	"sll1869, sll1870"
Chr	TU1876	1815407	1813501	-	ga	NA	1815052	103	53	2	5800	467	3221	0	9692	9312	15020	4192	8036	90	-N	15020	5583	2.69	1.55	"sll1869, sll1870"	"probable dioxygenase, Rieske iron-sulfur component , ATP-binding protein of ABC transporter"	"TU1875, TU1877"	"slr1982, slr1983"
Chr	TU1878	1815424	1816696	+	ga	NA	1816331	30	325	1	36814	3402	20152	150	10362	8263	21683	13391	10755	8106	15C	36814	13307.8	2.77	1.7	slr1984	30S ribosomal protein S1	"TU1879, TU1880, TU1881"	SyR6
Chr	TU1879	1815954	1815855	-	a	NA	NA	NA	NA	0	1774	300	614	37	1088	525	1882	330	379	0	-N	1882	692.9	2.72	1.06	NA	NA	TU1878	slr1984
Chr	TU1880	1816600	1816495	-	an	NA	NA	NA	2	0	3643	167	537	37	970	1785	188	466	1259	856	15C	3643	990.8	3.68	2.04	SyR6	NA	TU1878	slr1984
Chr	TU1882	1816697	1816912	+	a	NA	NA	NA	NA	0	288	33	422	0	204	72	489	369	631	45	exp. P.	631	255.3	2.47	1.29	NA	NA	TU1881	SyR6
Chr	TU1881	1816922	1816601	-	ai	1816602	NA	NA	NA	0	1773	400	1016	37	1682	1996	1694	912	1159	585	HL	1996	1125.4	1.77	1.13	SyR6	NA	"TU1878, TU1882"	slr1984
Chr	TU1883	1817324	1817394	+	a	NA	NA	NA	NA	0	383	133	479	0	284	139	678	485	140	315	-N	678	303.6	2.23	1.4	NA	NA	NA	sll1868
Chr	TU1885	1820016	1820451	+	a	NA	NA	NA	NA	0	0	667	1150	0	509	302	1543	893	1745	180	exp. P.	1745	698.9	2.5	1.13	NA	NA	"TU1884, TU1886"	"sll1390, sll1866, sll1867"
Chr	TU1884	1820096	1818847	-	ga	"1820085, 1820087"	NA	99	68	1	149655	13541	32923	2617	50299	134229	38736	16496	19690	11618	15C	149655	46980.4	3.19	1.11	sll1867	photosystem II D1 protein	TU1885	NA
Chr	TU1886	1821735	1820292	-	ga	NA	NA	97	NA	2	16873	2935	8858	206	8980	10157	3576	10694	2873	3828	15C	16873	6898	2.45	1.58	"sll1390, sll1866"	"hypothetical protein , hypothetical protein"	TU1885	NA
Chr	TU1887	1821787	1821736	-	n	NA	NA	NA	NA	0	1103	434	882	56	654	519	1242	1378	486	675	-P	1378	742.9	1.85	1.11	NA	NA	NA	NA
Chr	TU1888	1822081	1821788	-	gi	NA	NA	45	36	1	815	233	499	224	1709	1508	452	1611	1056	180	-Fe	1709	828.7	2.06	1.06	ssl2717	hypothetical protein	NA	NA
Chr	TU1889	1823194	1822285	-	g	NA	NA	64	NA	2	4554	10240	6347	673	9708	7919	10804	7647	6712	5089	-N	10804	6969.3	1.55	1.06	"sll1388, sll1389"	"hypothetical protein , hypothetical protein"	NA	NA
Chr	TU1890	1823458	1823195	-	g	1823455	1823402	19	171	1	8725	367	1917	37	6419	8088	1543	3222	5221	585	15C	8725	3612.4	2.42	1.08	6803t19	NA	NA	NA
Chr	TU1891	1823541	1823979	+	ga	NA	NA	29	191	1	11984	7538	9740	112	12725	15042	7642	9898	63033	3332	exp. P.	63033	14104.6	4.47	4.19	"smr0010, ncr0800"	"cytochrome b6-f complex subunit 5 , ncRNA"	TU1892	sll1387
Chr	TU1892	1824849	1823761	-	ga	NA	"1824468, 1824065"	117	207	1	527	33	326	355	305	247	113	311	46	180	15C	527	244.3	2.16	1.48	sll1387	serine/threonine protein phosphatase PppA	TU1891	"smr0010, ncr0800"
Chr	TU1893	1824967	1825066	+	a	NA	NA	NA	NA	0	0	734	96	37	370	326	226	194	121	45	42C	734	214.9	3.42	1.98	NA	NA	NA	sll1386
Chr	TU1894	1825491	1825390	-	g	NA	NA	23	NA	1	527	1601	1016	75	1093	1206	1355	1339	527	540	42C	1601	927.9	1.73	1.18	sll1386	hypothetical protein	NA	NA
Chr	TU1895	1825566	1825780	+	g	NA	NA	34	NA	1	5225	1601	3317	729	3981	4409	2823	5919	1271	3287	-P	5919	3256.2	1.82	1.13	slr1467	precorrin-8X methylmutase	NA	NA
Chr	TU1896	1826111	1825786	-	a	NA	NA	NA	NA	0	5225	2401	3605	19	3322	2437	5345	3843	4598	1081	-N	5345	3187.6	1.68	1.02	NA	NA	NA	slr1467
Chr	TU1897	1826249	1826144	-	a	NA	NA	NA	NA	0	288	33	249	0	380	434	602	155	454	180	-N	602	277.5	2.17	1.33	NA	NA	NA	slr1467
Chr	TU1898	1826735	1829631	+	ga	NA	"1827227, 1828357"	29	140	5	4937	300	1572	19	2990	9505	1957	1145	3578	540	HL	9505	2654.3	3.58	1.93	"smr0011, slr1469, slr1470, slr1471, slr1472"	"50S ribosomal protein L34 , protein subunit of ribonuclease P (RNase P) , hypothetical protein , hypothetical protein , hypothetical protein"	"TU1899, TU1900, TU1901"	sll1384
Chr	TU1899	1827189	1827090	-	a	NA	NA	NA	NA	0	0	0	38	0	316	139	301	97	604	45	exp. P.	604	154	3.92	1.91	NA	NA	TU1898	"smr0011, slr1469, slr1470, slr1471, slr1472"
Chr	TU1900	1829037	1828936	-	a	NA	NA	NA	NA	0	623	0	383	0	252	187	866	78	130	0	-N	866	251.9	3.44	1.39	NA	NA	TU1898	"smr0011, slr1469, slr1470, slr1471, slr1472"
Chr	TU1902	1830470	1831217	+	a	NA	NA	NA	NA	0	719	67	211	0	563	470	339	252	635	45	15C	719	330.1	2.18	1.13	NA	NA	"TU1901, TU1903"	"sll1382, sll1383, sll1384"
Chr	TU1901	1830532	1829431	-	ga	NA	NA	35	122	1	8676	5503	6462	12335	3225	4252	3350	7239	2515	8196	Dark	12335	6175.3	2	1.42	sll1384	similar to DnaJ protein	"TU1898, TU1902"	"smr0011, slr1469, slr1470, slr1471, slr1472"
Chr	TU1903	1831965	1830533	-	ga	NA	NA	36	95	2	2972	4469	4487	5401	3890	3757	5082	2989	6072	8286	stat. P.	8286	4740.5	1.75	1.36	"sll1382, sll1383"	"ferredoxin, petF-like protein , probable myo-inositol-1(or 4)-monophosphatase"	TU1902	NA
